delta_time,x_bias,y_bias,total_sigma,rgt_corr_sigma,xy_corr_sigma,N_pts
33953394.29427732,0.3967110029839021,-8.062436115672641,0.0876701975190418,0.0877716224543175,0.0566450217697053,20145
34086343.23756836,0.4632717886556932,-6.890117343047988,0.0844134101716397,0.0844277728922456,0.061978028931553,17018
34216443.03697327,0.0557788379535087,-5.0451017246906575,0.0710256139898271,0.0710656782110261,0.0573077325792912,15340
34343751.49561666,-0.2889622284330832,-4.561077985985615,0.0638449875593274,0.0640071612692047,0.0515222529128599,12678
34473865.00238061,-0.9383633325532954,-4.596973270312493,0.0643877057737161,0.0643945210900573,0.0518098036941317,12223
34601156.038236625,-1.1555609209148598,-4.416261083675946,0.0624003244373078,0.062445681686529,0.0504523365273337,15531
34731275.69461656,-1.1853634746608357,-4.238565052944244,0.0604402840911208,0.0604461799075186,0.0491066295424344,16102
34861399.26405932,-1.3737708835742244,-4.235144267855702,0.0591068112045883,0.0594848692760571,0.0480336285438702,18104
34988685.11891006,-1.3698365441613785,-4.083763013267071,0.0623981843040066,0.0633863236178906,0.0535764420330357,19421
35121640.93634322,-0.7813244771388312,-3.674818879162761,0.0619754090405367,0.062136258766673,0.0541857017915148,14306
35251727.11750443,-0.4861560334185933,-3.1325017890400586,0.0525536374935728,0.0525869973895971,0.0457816169772724,14971
35381900.10933769,-0.4888856784363276,-2.8531339374033338,0.049927278912239,0.0499738712920031,0.0441028852430699,18121
35511990.20196664,0.4987530655962615,-2.6536593466129323,0.0522782502817492,0.0526854930061891,0.0477939881660749,18379
35642149.087082535,1.2350409186518951,-2.5053040450811386,0.0544794659111665,0.0545801055411578,0.0501313500507541,18673
35766572.87047352,1.954846240373408,-2.6458686380077574,0.0548536275712527,0.0548609636354186,0.0495355093116391,14460
35899539.15421012,2.069264249801491,-3.417823814706724,0.055817112761353,0.0564767466272291,0.0478850632720836,13394
36026800.4160991,1.791308712625521,-4.06628167292214,0.0593653891742067,0.0594388839711246,0.0482421266430152,16645
36156932.1154028,1.1343283893414315,-4.546789189694539,0.0649872784167752,0.0650964116924638,0.0526611225064825,14246
36287033.10725137,0.3429316302852148,-4.9056105868743405,0.0687049269043614,0.0688869681522676,0.0554517479311467,12003
36417179.68093669,0.8113370671959333,-5.039514587614644,0.0700401164474773,0.0703461557116641,0.0565265774286814,13108
36547283.25826846,2.4954220923000765,-4.887060280318355,0.0701375448157946,0.0701422943760818,0.0543135264414227,14773
36677427.699668124,2.929803503067186,-4.9571773363103055,0.0673274796007936,0.0674017522476872,0.0496774647711159,17622
36807523.18953334,1.9632988049568207,-4.979502933387412,0.0644543221425211,0.0645238883943224,0.0487583602156616,20380
36937672.339507565,1.7523541549624737,-4.9778737654848015,0.0666390902400397,0.0666806148874717,0.0517383080804766,19665
37067757.55165161,1.479816044794522,-5.005260356566146,0.0681574124893652,0.0681886619518855,0.0535912455995159,19419
37195063.434733,1.5933231187574894,-4.886994117628781,0.0699185722646928,0.0699279327464507,0.0564849787243362,14726
37325183.001975656,1.8129333390891915,-4.750620338615705,0.0781867520497796,0.0781995083124008,0.0670421259470404,10552
37452503.40974794,1.9670116955515984,-4.657526439775281,0.0739275073324485,0.0750045826205118,0.0636115478789074,11050
37582593.30470075,1.271184856438653,-4.984165611900191,0.0698058827982979,0.0698116058154913,0.0559193850362486,12778
37712742.465388685,1.2921774514908524,-5.601802422255516,0.0721575725958236,0.0721752086646982,0.0549696161291147,17484
37842808.70066372,2.006081107501429,-5.35195242233667,0.0718302587651944,0.0718389596287212,0.0552259777132064,19609
37972956.93061949,2.327387674770087,-5.694713260910136,0.0761187873163053,0.0764964201423652,0.0587598192104453,18129
38103057.13514925,2.8083251626983388,-6.022295880399735,0.0775202101348472,0.0778843431235239,0.0585092889676207,16128
38233186.88737513,3.304044095277302,-6.5342933388630735,0.0842743805293587,0.0842957766531012,0.062759499849936,10259
38363310.7354901,3.4884941066250827,-7.0310410176590965,0.0868939473048525,0.087430942962984,0.0631798836519482,9853
38493421.77595557,2.936294715697066,-6.543718591256423,0.0828041384550994,0.083440619196177,0.0582301723168564,15726
38620721.07689503,2.7273082532197126,-6.27394705111429,0.0780214968966851,0.0781362391687035,0.0560401024399762,15292
38750858.13110803,2.819837321638823,-5.589537015619525,0.0713325199474617,0.0716785687094489,0.0534227227819214,15396
38878111.160213545,2.026496498880068,-4.765921580011237,0.0658493345848189,0.0658930291594317,0.0519785995402796,18289
39008214.69517193,0.4765258821334739,-4.994060961438437,0.065360540386494,0.0654883836339644,0.0509500776066639,11571
39138350.63643884,-0.3705756741557077,-5.736193327820193,0.0678732919503485,0.0685585121638521,0.049607980346926,11518
39268515.46426424,0.397091802733891,-4.64802950563556,0.0614535842210287,0.0614585512781641,0.0480002888133368,19699
39398595.392028846,0.4019431635702787,-3.519620701237211,0.0565263448630725,0.0566344160707332,0.0485482010004175,18569
39528730.17271181,0.1852088268220197,-3.3283665883078823,0.0554700023147046,0.0559437643443831,0.0487181261948847,20359
39658826.53752001,0.3443285712961867,-3.361511678804382,0.0537199299695858,0.0539837726131201,0.0462333262690856,16015
39789010.24541785,-0.1385599280580345,-3.8706652257787257,0.0600135377480295,0.060510359706003,0.0513962055935759,15105
38233186.88737513,3.3040440952773094,-6.5342933388630575,0.0842743805293587,0.0842957766531012,0.062759499849936,10259
38363310.7354901,3.4884941066250845,-7.031041017659131,0.0868939473048525,0.087430942962984,0.0631798836519482,9853
38493421.77595557,2.9362947156970853,-6.543718591256431,0.0828041384550994,0.083440619196177,0.0582301723168564,15726
38620721.07689503,2.7273082532197144,-6.2739470511142805,0.0780214968966851,0.0781362391687035,0.0560401024399762,15292
38750858.13110803,2.819837321638831,-5.589537015619502,0.0713325199474617,0.0716785687094489,0.0534227227819214,15396
38878111.160213545,2.026496498880052,-4.765921580011216,0.0658493345848189,0.0658930291594317,0.0519785995402796,18289
39008214.69517193,0.4765258821334783,-4.99406096143842,0.065360540386494,0.0654883836339644,0.0509500776066639,11571
39138350.63643884,-0.3705756741557073,-5.736193327820183,0.0678732919503485,0.0685585121638521,0.049607980346926,11518
39268515.46426424,0.3970918027339005,-4.648029505635535,0.0614535842210287,0.0614585512781641,0.0480002888133368,19699
39398595.392028846,0.401943163570283,-3.5196207012371685,0.0565263448630725,0.0566344160707332,0.0485482010004175,18569
39528730.17271181,0.1852088268220168,-3.32836658830789,0.0554700023147046,0.0559437643443831,0.0487181261948847,20359
39658826.53752001,0.3443285712961937,-3.3615116788043653,0.0537199299695858,0.0539837726131201,0.0462333262690856,16015
39789010.24541785,-0.1385599280580351,-3.870665225778709,0.0600135377480295,0.060510359706003,0.0513962055935759,15105
39919046.066097096,-2.270442061847547,-3.476696737756416,0.0577007246824132,0.0577413452370765,0.0496461276243108,21578
40046355.82270263,-1.833115655448528,-2.51771845325562,0.0505933749813524,0.0507509926511692,0.0459865458286299,20865
40173718.91533115,-0.3633487765075612,-2.8508760041821,0.0492512400048948,0.0493166873870134,0.0433749428786155,21417
40303830.52285385,-0.4874736380094946,-3.899630558398231,0.0546164704371641,0.0547218630992234,0.0443393037346991,21774
40433889.488264576,-1.5054938276511145,-3.920076010355322,0.0578655335927571,0.0579570528961206,0.0480580929345272,17548
40564038.69737814,-1.7761407774913436,-3.25093030041055,0.0558806005719359,0.0564003650007033,0.0493950322625003,12703
40694124.24272425,-1.0632284087283947,-1.8643902639197776,0.0530807917212886,0.0533142944786687,0.050963312713973,12809
40824306.12047084,-0.1300692279646911,-1.0345232558038382,0.0505890007554299,0.0507002721474724,0.0499737983509068,15842
40954354.34070274,0.7763854985111205,-0.8741315270469987,0.0469457301989028,0.047183747454739,0.0465112098761114,19886
41084496.2304174,1.3226073185464458,-1.092919518853224,0.0464170129652948,0.0465118387987995,0.0452917770295863,23605
41214585.87262671,1.824311142569864,-1.5022092601779582,0.0457888556566461,0.0457918207113151,0.043418860563172,23214
41344702.05534815,1.9504084567138744,-1.6153659398164235,0.0455618786522105,0.0456065553599008,0.0428607525163987,21185
41472017.39887735,2.181068925594678,-1.6078106016876317,0.0462928135608491,0.0462969415289697,0.0434208428655905,18324
41599385.2187872,2.299288474369891,-1.6127457395046394,0.0466865482082809,0.0467519308964925,0.0437871909036108,20075
41729423.79735683,1.7746349098850849,-1.4160391846365927,0.0447658785564601,0.0449573840058945,0.0427806573656415,23913
41859557.46549635,1.0101823368185163,-1.3821616772861864,0.0449140401608027,0.0449412124383564,0.0432477739415168,23969
41989652.15133846,-0.0244927293307086,-1.7391389658002812,0.0482377679378,0.0484139489501248,0.0462391494275013,19466
42119854.17557838,-1.2728227394046865,-2.8746852103316334,0.0532768518601423,0.0533044936861838,0.0476059896981478,16433
42249893.378326654,-2.530264874911017,-3.95288476795137,0.0583965302053286,0.0586123591753799,0.0481376319706398,17084
42380098.383955374,-2.58554058837726,-4.113706117357457,0.0587528222397141,0.0588174442873067,0.04744128683982,19350
42510140.72815,-0.8321103127598087,-3.864403965029357,0.0568161446808297,0.0568298758196755,0.0471192548223764,18609
42640314.33244026,0.5528650080508017,-3.072706007458545,0.0512698774649277,0.0513845746512233,0.0446013828300923,19677
42770276.86135733,0.019294792034986,-2.27486475330315,0.0456953453027092,0.0458052490939485,0.0417804027739298,23410
42897727.21525684,-1.5936667589082532,-2.1820750102859825,0.045466469454236,0.0455668605151905,0.0415563509763388,19173
43024970.90039383,-1.9360423436647336,-3.180697875074005,0.0554241789364147,0.0555021749401148,0.0485475928659014,15456
43155168.07182042,-1.5442751638843777,-3.36550461692305,0.0572486271773264,0.0575301775353637,0.0502189207485993,14283
43285194.40258752,0.3072588288633922,-2.730211671133585,0.0577215316247839,0.057845328560533,0.0532910956150999,10958
43412555.02082182,1.0227697252055057,-1.3656652734946344,0.0540232053092221,0.054104479377043,0.0527185726948088,12519
43545427.484390125,-0.0263747428276869,-1.051589952324502,0.0445120904332025,0.0452401031015244,0.0444026550982722,19761
43675605.85804143,-0.371948062451679,-1.4976338057826912,0.0432512149671685,0.0434225267201852,0.041628600521493,15707
43805671.512621045,0.2637072549884835,-2.3105658264043005,0.0472183147922285,0.0476024463618425,0.0435682523398446,16176
43935852.89306353,-0.3643059259040696,-2.368073174268221,0.0477826197795605,0.0478103370499565,0.0436498057646294,24810
44065900.98035343,-0.8406113440199975,-1.980142285137216,0.0496545831442877,0.0499467103383753,0.0471477013593953,19923
44193271.35335859,1.1113978835728089,-1.1844712705954488,0.0486317969446271,0.0488893235269892,0.0476610027504041,15080
44323316.09655842,1.6815347172968582,-1.7193872835935735,0.0478168862233056,0.047820847879725,0.0450957127022891,15415
44450665.52784536,0.6503431595578654,-2.4618635050458684,0.0527313953366522,0.0528343601359741,0.0486454773528153,16039
44580721.07788436,-0.4319587521842801,-2.700679967755807,0.053480607837714,0.0535801551134262,0.0487502596201381,15582
44710918.94343031,-1.4511745908547162,-2.571494649929039,0.0503486118750122,0.0504587625026526,0.0456061085589716,18819
44840942.94509909,-1.4119628505376614,-2.245297418426874,0.0483514308406981,0.0486748851172554,0.0448122055766532,16322
44973972.6247741,-1.3768753243298169,-2.186055734540185,0.0476332135661246,0.0477024665824316,0.043952081882022,14210
45101210.76069645,-2.0109670672988016,-2.4018422672887567,0.0454343646074733,0.0456326846847586,0.0405999587379024,17184
45231384.48742977,-1.991578418516961,-2.421959917276061,0.0477570352455701,0.0477646901059211,0.0429162778397082,17987
45361453.8481236,-1.8338881829217897,-2.2918760860575813,0.0487480253317575,0.0489182173112336,0.044765399865613,14536
45491653.622299,-1.99594027803067,-2.163069649952609,0.0467655869440416,0.0468352094363057,0.0428109201718662,15426
45618861.61452387,-2.4597280907381505,-2.170535668699329,0.0456632828395797,0.0456890493701772,0.0412044371277594,22498
45749031.11558375,-2.5661764078993627,-2.0312576376698304,0.045176347230401,0.0452012049790991,0.0410516132198609,21370
45876257.04492602,-2.331908226573083,-1.9497991486038253,0.0456671241307029,0.0457208018377536,0.0420653056671625,21525
46006451.25609661,-2.1818529980691777,-1.7874382842956025,0.0496577020866467,0.0496902161752187,0.0468651522062054,20740
46136532.09243383,-1.7112102219133227,-1.7419113437028664,0.0519062776803574,0.0521107787702057,0.0497731184531527,16877
46266675.24715127,-2.122209476469897,-1.822189249069936,0.0504278547825714,0.0504330322899563,0.0475949516566434,18759
46396719.24385786,-2.555548579358885,-1.846351630668869,0.0460176965071239,0.0460254969647191,0.0425307060815494,21599
46526933.080276206,-2.309647896627086,-1.9347293377237271,0.0453356853349782,0.045360100373051,0.0417348459039509,13587
46656973.94522827,-1.790683141851917,-2.005767286413465,0.0490637059772242,0.0494116759904078,0.046191072804385,5433
46727720.50163618,-1.810645353103972,-1.9310504797038883,0.0503941973173033,0.0505116582868706,0.0475195836731072,1645
46136532.09243383,-1.7112102219133307,-1.7419113437028555,0.0519062776803574,0.0521107787702057,0.0497731184531527,16877
46266675.24715127,-2.1222094764698998,-1.8221892490699565,0.0504278547825714,0.0504330322899563,0.0475949516566434,18759
46396719.24385786,-2.555548579358891,-1.846351630668865,0.0460176965071239,0.0460254969647191,0.0425307060815494,21599
46526933.080276206,-2.309647896627084,-1.9347293377237276,0.0453356853349782,0.045360100373051,0.0417348459039509,13587
46656973.94522827,-1.790683141851915,-2.005767286413468,0.0490637059772242,0.0494116759904078,0.046191072804385,5433
46727720.50163618,-1.810645353103972,-1.93105047970389,0.0503941973173033,0.0505116582868706,0.0475195836731072,1645
48011933.13526899,-2.065103684399195,-0.2392702179954209,0.0749839629220857,0.0751608244493048,0.074714298442787,3441
48082713.92465842,-1.703385598531617,-1.0857221573932605,0.0798967479832778,0.0799047251201155,0.0791200990974596,10160
48212770.93568189,-2.5461616932154683,-3.9957638331646472,0.090147901718749,0.0902087860114278,0.0833103049596137,17137
48342926.30210319,-3.142831470113467,-5.081477819136532,0.0922980933433278,0.0923941739807074,0.0813198227885449,24094
48470223.36303396,-3.0373218814343006,-5.207007310753643,0.0930374030298304,0.0931066804037565,0.0816224142268962,24073
48600344.40005539,-3.246247645129285,-5.45543869365288,0.0940428640696146,0.0940667999658043,0.0814374827537248,23053
48727584.66617186,-3.587167566902066,-5.715849798329996,0.0972793163614652,0.0978910862898003,0.0844418691078207,22758
48857750.57801573,-2.9362077188613074,-5.584131639476324,0.0963262235813285,0.0963983325760248,0.0836248240363314,24613
48987856.73412941,-2.417418720858578,-5.9268223160737294,0.1006428379483073,0.1021824913782566,0.0887455376561782,13454
49118003.43814007,-2.361915511069357,-6.219270290172945,0.1048780675723135,0.105994956596518,0.0915159420920889,9944
49248074.538007885,-0.7622515572517223,-4.434454623232767,0.0812443531283436,0.0812818883265732,0.0715495796093035,18931
49378234.72686133,0.007879145538619,-2.857388454444376,0.0671072007097311,0.0680713379713294,0.063821507204534,22093
49508331.19623264,-2.148913810951256,-2.2705393306737,0.0569480749383229,0.0573369233336145,0.0537282086659303,22119
49638481.84950198,-2.3219419444217926,-2.1922334802494583,0.0480513831904886,0.0484722200992577,0.0443171859629142,22941
49768569.0521581,-2.612436522326896,-2.218602113269928,0.0468980607563082,0.0469049353385872,0.0423027402921011,22644
49895884.02949369,-2.881337112373172,-2.1678582230296626,0.0473495878248597,0.0473758965801775,0.0427499428324164,23977
50025974.15214445,-2.9846173454246605,-2.1749676064151946,0.0472179706136792,0.0473055462144514,0.0425542743229543,23923
50153311.03319136,-2.8191830830783435,-2.0802625132129497,0.0481071717183597,0.0488402505807154,0.044699209359703,22818
50283395.46823892,-2.588922732087928,-2.0672245090417256,0.0516891417692962,0.0520848395693096,0.0484257308578801,24480
50413544.5603884,-2.904127362938333,-2.146553017846492,0.0520164788322758,0.052067709716597,0.047942967642261,24851
50543620.15124431,-3.174930407406309,-2.202547317009988,0.0495484175251614,0.0499644414405105,0.0452358642834041,23205
50673778.53335616,-3.3640981463790216,-2.2311907244942737,0.0492782765334483,0.0492912949265178,0.0442058152838214,19963
50803846.958251104,-3.151924556206955,-2.3320076805622056,0.0487563903769222,0.0489754527923724,0.0437133195877896,16945
50934024.290582776,-2.0595440340082547,-2.087539907435315,0.0485306354938188,0.048722219715541,0.0449989690842086,17924
51064088.313029975,-3.333686384959071,-1.739459771065768,0.0478591525871006,0.0478727411533096,0.0440599421673198,17014
51194220.20042789,-4.356766852795474,-1.835422524304754,0.0475306199232084,0.0475957117081689,0.0423247027742606,17208
51321484.41977108,-4.190170664128185,-1.9503535374040808,0.0471513265037124,0.0473253478167878,0.0419134751492223,17055
51448924.93816379,-4.236245183628756,-1.8104832964191664,0.0484957860555989,0.0486071553268107,0.0436898822981166,11253
51578933.26120231,-3.719619761005021,-1.7786792567370249,0.05034190191146,0.0509138742222947,0.0469215872809063,7542
51709094.21813527,-3.537641324639057,-1.836291303899589,0.0516794008918991,0.0518332716124194,0.0479389794759794,7301
51839151.40085306,-3.911387577227555,-1.90278512437658,0.0473923206368512,0.0475049298167944,0.0426170762960114,10052
51969318.104843065,-4.233260436578126,-1.7165310413314188,0.0453924334844527,0.0454431636282924,0.0403530959207747,17736
52099422.86031999,-3.8838183578070167,-1.4436493562487602,0.0451074391385829,0.0452110344093756,0.0412596657437011,22500
52229557.44729565,-2.851612921230565,-1.1129824531677934,0.0417350974115627,0.0417572372128477,0.0393831634156374,22430
52359632.451255694,-1.6122442978299831,-0.7434378968700066,0.0434564174799951,0.0436426461929053,0.0428190401964511,20824
52489792.1997257,-0.5038479386357253,-0.5773839384237707,0.0422706482083026,0.0425451734064003,0.0422475320175896,16418
52619872.36528929,-0.1450703818819434,-0.8247591272739685,0.0426372138272578,0.042730867392879,0.0421889278884036,8191
52747203.17363,-0.4715704471642922,-1.277616159912227,0.043519467521378,0.0436783704236508,0.042385553664255,7824
52874497.57806405,-0.5297560808515683,-1.2561748571147349,0.0476132667442386,0.0479462215754185,0.0467961721005401,8414
53004666.37041803,0.0582775351659398,-2.0180196850654597,0.0503693550190586,0.0505529928122249,0.0477121006181721,11965
53134691.13649192,-0.4784342637877389,-3.0538928599920623,0.0519863977668381,0.0519886564029502,0.0455445838806375,23198
53264854.45112504,-1.6853140159241502,-3.646018361622523,0.0571726598539184,0.0572270126014356,0.0485604292488653,22705
53394953.537092976,-2.37418906985853,-3.941020605727067,0.0604559888805413,0.0605310095773161,0.0506390100275962,20938
53525091.97695902,-1.8909865887044728,-3.739200831162505,0.0559379991672153,0.0559855208975952,0.0464934388514028,18620
53655192.41647962,-0.1764386615923454,-2.910083222107751,0.0472861661204822,0.0473755290543917,0.0408958316790673,19556
53785311.891879566,0.8161551020272659,-2.211817769852483,0.0434205476313432,0.0434243522896198,0.0392092248625737,17858
53915438.53819771,1.5641538131992745,-1.314688680511389,0.0475244498121515,0.0477937908004424,0.0460676152971755,9010
54048305.45008016,1.9612174335501595,-0.7601434233514923,0.0474853567568844,0.0480272433695623,0.0469560321873218,12595
54172856.865526885,1.8889715147698245,-1.0506408307194457,0.0455219074534477,0.0460244020864143,0.0445230462086367,19161
54300186.3541851,0.9344198279163336,-1.7475097787549552,0.0493784253170736,0.0496149760970764,0.0472706441078797,17589
54430243.80465546,-0.0706540665147784,-2.185221097197722,0.0499539751518147,0.050040741634771,0.0466930916885169,16280
54566044.23070088,0.0626807958050168,-2.1189654479906004,0.0479526157877238,0.0479591745977017,0.0446718032275057,18891
54690475.72526896,-0.0256672890813455,-2.20663791311817,0.0454066597376162,0.0454103790127648,0.0416420611850688,15956
54820626.471918665,-0.4354777891927393,-2.665077295370895,0.0488958365571668,0.0489249064513588,0.0437792776240456,11720
54950726.98910819,-0.5434268694428407,-2.701061929097236,0.0500874047611952,0.0503451379811718,0.0451813142332,17231
55080865.73268043,-0.3501821004939295,-2.311470950684367,0.0482058535321454,0.0484044710003153,0.0445146848160112,12794
55213824.13099682,-0.2163634892855084,-2.55044089471816,0.0491757446730438,0.0491830766532768,0.0444643193367744,14542
55338276.89545232,0.8412562475484997,-2.473358546558708,0.0501478235863992,0.0501562846603402,0.0456408438618414,14793
